task_id,has_shadow_delete,has_recovery_disable,has_backup_delete,has_firewall_disable,has_eventlog_clear,has_persist_schtask,has_self_copy,has_process_enum,has_process_kill,has_service_access,has_rm_session,has_dir_enumerate,has_file_encrypt,has_file_rename,has_file_delete,has_crypto_api,has_ransom_note,has_wallpaper_set,has_registry_write,has_network,ord_penum_pkill,ord_penum_svc,ord_penum_dir,ord_penum_enc,ord_penum_ren,ord_penum_note,ord_penum_wall,ord_penum_reg,ord_pkill_svc,ord_pkill_dir,ord_pkill_enc,ord_pkill_ren,ord_pkill_note,ord_pkill_wall,ord_pkill_reg,ord_svc_dir,ord_svc_enc,ord_svc_ren,ord_svc_note,ord_svc_wall,ord_svc_reg,ord_dir_enc,ord_dir_ren,ord_dir_note,ord_dir_wall,ord_dir_reg,ord_enc_ren,ord_enc_note,ord_enc_wall,ord_enc_reg,ord_ren_note,ord_ren_wall,ord_ren_reg,ord_note_wall,ord_note_reg,ord_wall_reg
1524,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,0,0,,1,0,,1,,1,
1525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,,1,1,1,1,,0,,1,1,1,1,,0,,,,,,,1,1,0,,0,1,0,,0,0,,0,,0,
1528,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,,1,1,1,1,1,,1,,,,,,,,0,0,0,0,,1,1,1,0,,1,1,0,,1,0,,1,,1,
1529,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
152,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,1,,,,,
1530,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,,,0,0,0,0,0,,,,,,,,1,1,1,0,,1,1,0,,1,0,,0,,
1532,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1535,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,0,0,,,0,,,,,
1536,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1537,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,0,0,,1,0,,1,,1,
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,1,,1,
1541,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1542,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,0,,,0,,,,,
1543,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1544,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,0,0,,,0,,,,,
1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,,1,1,1,1,,0,,1,1,1,1,,0,,,,,,,1,1,0,,0,1,0,,0,0,,0,,0,
1547,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,0,,1,1,0,,1,0,,0,,1,
1548,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1549,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,1,0,,,0,,,,,
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1552,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1553,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,1,0,,,0,,,,,
1554,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1555,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,0,0,,,0,,,,,
1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,,1,,1,1,1,,1,,,,,,,,,1,1,1,,1,,,,,,1,0,,1,0,,1,,1,
1558,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1559,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,0,0,,0,,
155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1563,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,1,0,,,0,,,,,
1564,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,1,,1,
1565,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,0,,,0,,,,,
1566,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,0,0,,1,0,0,,0,0,,0,,
1567,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1568,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,0,0,,0,0,,0,,
1569,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,,,1,1,1,1,0,,,,,,,,1,1,1,0,,1,1,0,,1,0,,0,,
156,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,1,,,,,
1570,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1572,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,0,0,,,0,,,,,
1573,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,1,,1,
1574,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,0,,,0,,,,,
1575,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,0,0,,1,0,0,,0,0,,0,,
1576,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1577,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,0,0,,0,0,,0,,
1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,1,,,,,
1580,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1581,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,1,0,,,0,,,,,
1582,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1583,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
1584,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,1,0,,1,0,0,,0,0,,0,,
1585,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1586,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,0,0,0,,0,0,,0,,
1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,0,,0,,,,,,1,,,,,,,,,,,,,,,,,,,
1589,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
158,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,,1,,,,,
1590,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,0,0,,,0,,,,,
1591,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1592,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
1593,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,0,0,,0,,1,
1594,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1595,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,
1596,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1597,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,1,,1,
1598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,1,0,,,0,,,,,
1601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1603,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,1,0,,1,0,0,,0,0,,0,,
1604,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1605,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,,,,,,,,,,1,1,1,1,1,1,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1606,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
1608,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,1,,1,
1609,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,,,,,,,,,,1,1,1,1,1,1,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
1610,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1611,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,1,,1,
1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1614,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,0,0,,0,0,,0,,
1615,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1616,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1617,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0,,,,,0,,,,,,1,,,,,,,,,,,,,,,,
1618,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1619,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,0,0,,1,0,,1,,1,
1620,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0,,,,,0,,,,,,1,,,,,,,,,,,,,,,,
1621,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,1,,1,
1622,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,0,0,,1,0,0,,0,0,,0,,
1623,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1624,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,0,0,,0,0,,0,,
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,,,,,,,,,1,1,,,,1,1,1,,,,1,1,,,,1,0,,,,,,,,,,0
1627,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,0,0,0,,,0,,,,,,,1,1,,,1,0,,,1,,,1,,,
1628,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,1,0,,,0,,,,,
1629,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1630,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,1,1,1,1,1,,,,,,,,1,1,0,0,,1,0,0,,0,0,,0,,
1631,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1632,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,0,0,,0,0,,0,,
1633,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,,,1,1,1,1,0,,,,,,,,1,1,1,0,,1,1,0,,1,0,,0,,
1634,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,,,,,,,,,1,1,,,,1,1,1,,,,1,1,,,,1,0,,,,,,,,,,0
1635,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1636,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,1,0,,,0,,,,,
1637,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1638,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,0,,0,,,0,,,,
1639,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1640,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,0,0,0,,0,0,,0,,
1641,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,,1,1,1,1,1,0,,0,0,0,0,0,,1,1,1,0,,1,1,0,,1,0,,0,,
1642,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1644,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,0,0,,,0,,,,,
1645,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,1,0,,0,,1,
1646,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,0,,,,,0,,,,,,1,,,,,,,,,,,,,,,,
1647,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,
1649,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,,,1,1,1,1,0,,,,,,,,1,1,1,0,,1,1,0,,1,0,,0,,
1650,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,,,,,,,,,1,1,,,,1,1,1,,,,1,1,,,,1,0,,,,,,,,,,0
1651,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,,,,,,
1652,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,1,0,,,0,,,,,
1653,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,0,0,,0,,1,
1654,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1655,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,0,0,,0,0,,0,,
1656,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,,1,1,1,1,1,0,,0,0,0,0,0,,1,1,1,0,,1,1,0,,1,0,,0,,
1657,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,0,0,,,0,,,,,
1659,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,,,,,,,,,,,,,,,,0,0,0,0,,0,1,1,0,,1,1,0,,0,0,,0,,1,
1660,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
1661,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,0,0,0,,0,0,,0,,
1662,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,,1,1,1,1,0,,,1,1,1,1,0,,,,,,,,1,1,1,0,,1,1,0,,1,0,,0,,
1663,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,1,1,0,,,1,1,1,,,1,0,,,0,,,,,
1664,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,1,0,,,0,,,,,
1665,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,,1,1,1,1,1,1,,0,1,1,1,0,,1,1,1,1,,0,0,0,,0,0,,0,,
